epoch,box,cls,obj,Recall,Precision,mAP@50,F1,mAP
300,1.004,1.050,2.255,0.454,0.593,0.485,0.494,0.308
301,1.005,1.053,2.261,0.453,0.589,0.484,0.493,0.308
302,1.004,1.051,2.261,0.455,0.585,0.484,0.493,0.307
303,1.004,1.050,2.257,0.453,0.591,0.484,0.493,0.308
304,1.005,1.049,2.255,0.453,0.590,0.485,0.493,0.308
305,1.002,1.051,2.253,0.455,0.584,0.484,0.492,0.308
306,0.998,1.050,2.251,0.455,0.587,0.485,0.493,0.309
307,1.002,1.050,2.252,0.453,0.590,0.485,0.493,0.308
308,1.007,1.048,2.254,0.450,0.593,0.485,0.490,0.308
309,1.003,1.046,2.250,0.451,0.596,0.485,0.493,0.308
310,0.995,1.042,2.244,0.453,0.591,0.485,0.493,0.308
311,1.003,1.048,2.250,0.452,0.592,0.485,0.493,0.308
312,1.000,1.046,2.244,0.450,0.594,0.485,0.490,0.309
313,1.001,1.045,2.248,0.450,0.593,0.485,0.490,0.309
314,0.997,1.041,2.231,0.446,0.603,0.486,0.491,0.309
315,0.999,1.045,2.243,0.446,0.599,0.486,0.490,0.309
316,0.998,1.039,2.237,0.446,0.602,0.486,0.491,0.309
317,1.002,1.046,2.246,0.445,0.604,0.487,0.491,0.309
318,0.996,1.041,2.238,0.447,0.599,0.487,0.491,0.309
319,1.000,1.041,2.236,0.446,0.604,0.487,0.492,0.310
320,1.003,1.046,2.247,0.449,0.601,0.488,0.492,0.310
321,0.996,1.041,2.235,0.453,0.590,0.487,0.492,0.310
322,1.001,1.041,2.240,0.457,0.587,0.487,0.493,0.310
323,1.003,1.046,2.243,0.453,0.592,0.488,0.492,0.311
324,0.999,1.044,2.239,0.453,0.596,0.489,0.494,0.311
325,0.998,1.040,2.237,0.456,0.593,0.489,0.496,0.310
326,0.994,1.038,2.232,0.456,0.592,0.488,0.496,0.311
327,0.999,1.042,2.240,0.458,0.589,0.488,0.497,0.311
328,0.999,1.040,2.237,0.454,0.597,0.489,0.496,0.311
329,0.994,1.037,2.224,0.455,0.597,0.488,0.497,0.311
330,0.996,1.038,2.230,0.454,0.595,0.488,0.494,0.311
331,0.998,1.037,2.227,0.454,0.596,0.489,0.494,0.312
332,0.996,1.038,2.226,0.454,0.593,0.489,0.494,0.312
333,0.995,1.032,2.223,0.455,0.591,0.489,0.493,0.312
334,0.999,1.042,2.230,0.452,0.596,0.489,0.494,0.312
335,0.992,1.036,2.226,0.448,0.603,0.490,0.493,0.313
336,0.997,1.037,2.232,0.445,0.610,0.489,0.493,0.313
337,0.993,1.037,2.222,0.447,0.610,0.489,0.494,0.313
338,0.995,1.037,2.228,0.452,0.598,0.490,0.494,0.313
339,0.992,1.036,2.226,0.450,0.603,0.490,0.494,0.313
340,0.999,1.038,2.231,0.452,0.598,0.489,0.494,0.313
341,0.994,1.035,2.226,0.454,0.596,0.490,0.495,0.313
342,0.998,1.039,2.227,0.453,0.600,0.490,0.497,0.313
343,0.996,1.037,2.219,0.458,0.593,0.490,0.499,0.313
344,0.994,1.031,2.214,0.454,0.597,0.490,0.498,0.313
345,0.992,1.035,2.220,0.454,0.600,0.490,0.499,0.313
346,0.998,1.037,2.225,0.453,0.603,0.490,0.498,0.313
347,0.993,1.033,2.215,0.454,0.599,0.490,0.498,0.313
348,0.992,1.030,2.215,0.454,0.600,0.490,0.498,0.313
349,0.990,1.031,2.215,0.453,0.602,0.490,0.498,0.312
350,0.991,1.028,2.210,0.451,0.603,0.490,0.497,0.312
351,0.990,1.030,2.205,0.459,0.589,0.490,0.498,0.312
352,0.995,1.033,2.216,0.455,0.598,0.491,0.498,0.313
353,0.990,1.028,2.206,0.457,0.594,0.491,0.498,0.313
354,0.994,1.031,2.212,0.457,0.595,0.490,0.499,0.312
355,0.989,1.028,2.206,0.456,0.595,0.491,0.498,0.313
356,0.992,1.030,2.212,0.457,0.593,0.491,0.498,0.313
357,0.986,1.026,2.201,0.458,0.594,0.491,0.498,0.313
358,0.989,1.027,2.207,0.456,0.597,0.491,0.499,0.313
359,0.992,1.027,2.207,0.457,0.593,0.491,0.498,0.313
360,0.988,1.027,2.205,0.455,0.598,0.491,0.499,0.313
361,0.990,1.029,2.206,0.454,0.604,0.491,0.499,0.313
362,0.990,1.027,2.205,0.454,0.605,0.492,0.500,0.314
363,0.989,1.026,2.202,0.453,0.610,0.494,0.501,0.314
364,0.986,1.025,2.199,0.457,0.606,0.493,0.503,0.315
365,0.984,1.019,2.192,0.457,0.605,0.493,0.503,0.314
366,0.991,1.031,2.207,0.456,0.607,0.492,0.502,0.314
367,0.992,1.025,2.204,0.457,0.603,0.492,0.502,0.314
368,0.985,1.023,2.191,0.458,0.599,0.493,0.501,0.314
369,0.987,1.024,2.200,0.456,0.604,0.492,0.501,0.314
370,0.986,1.024,2.196,0.457,0.603,0.493,0.502,0.314
371,0.988,1.028,2.202,0.460,0.596,0.493,0.502,0.315
372,0.987,1.023,2.194,0.462,0.591,0.493,0.501,0.315
373,0.985,1.018,2.187,0.461,0.599,0.493,0.503,0.315
374,0.988,1.025,2.195,0.462,0.594,0.494,0.502,0.316
375,0.988,1.022,2.191,0.461,0.594,0.494,0.501,0.316
376,0.986,1.020,2.190,0.461,0.593,0.495,0.502,0.316
377,0.984,1.019,2.191,0.461,0.590,0.494,0.501,0.316
378,0.983,1.018,2.181,0.465,0.584,0.495,0.501,0.316
379,0.988,1.026,2.195,0.468,0.582,0.495,0.502,0.317
380,0.987,1.020,2.187,0.465,0.583,0.494,0.501,0.316
381,0.987,1.024,2.193,0.464,0.585,0.494,0.501,0.316
382,0.982,1.016,2.181,0.463,0.589,0.494,0.502,0.315
383,0.985,1.019,2.187,0.459,0.600,0.494,0.502,0.316
384,0.982,1.018,2.183,0.458,0.598,0.494,0.499,0.316
385,0.984,1.016,2.187,0.457,0.603,0.495,0.502,0.316
386,0.978,1.013,2.171,0.459,0.600,0.495,0.503,0.316
387,0.983,1.018,2.186,0.461,0.597,0.495,0.502,0.316
388,0.986,1.016,2.180,0.459,0.598,0.495,0.501,0.316
389,0.981,1.015,2.181,0.461,0.593,0.497,0.502,0.317
390,0.984,1.019,2.182,0.461,0.595,0.497,0.502,0.317
391,0.981,1.015,2.177,0.462,0.595,0.497,0.503,0.317
392,0.986,1.020,2.181,0.464,0.590,0.497,0.503,0.317
393,0.980,1.015,2.176,0.468,0.584,0.497,0.503,0.318
394,0.986,1.017,2.183,0.469,0.583,0.498,0.504,0.318
395,0.982,1.015,2.176,0.469,0.587,0.498,0.505,0.318
396,0.981,1.012,2.170,0.474,0.576,0.498,0.504,0.318
397,0.983,1.014,2.174,0.471,0.581,0.498,0.504,0.318
398,0.980,1.009,2.169,0.472,0.580,0.498,0.504,0.318
399,0.978,1.010,2.163,0.469,0.587,0.498,0.505,0.318
400,0.982,1.015,2.173,0.469,0.589,0.497,0.505,0.318
401,0.981,1.014,2.170,0.469,0.585,0.497,0.504,0.318
402,0.982,1.011,2.171,0.465,0.596,0.497,0.506,0.318
403,0.981,1.010,2.174,0.466,0.596,0.498,0.505,0.318
404,0.981,1.010,2.171,0.466,0.595,0.498,0.506,0.318
405,0.976,1.005,2.157,0.466,0.596,0.499,0.506,0.318
406,0.978,1.007,2.161,0.466,0.593,0.498,0.505,0.318
407,0.979,1.012,2.171,0.464,0.596,0.499,0.505,0.318
408,0.977,1.011,2.164,0.464,0.605,0.499,0.508,0.319
409,0.980,1.009,2.161,0.461,0.608,0.498,0.506,0.318
410,0.976,1.005,2.155,0.460,0.608,0.498,0.505,0.319
411,0.975,1.008,2.160,0.454,0.616,0.498,0.504,0.319
412,0.981,1.010,2.163,0.454,0.618,0.498,0.505,0.319
413,0.976,1.006,2.159,0.458,0.611,0.499,0.505,0.319
414,0.976,1.004,2.155,0.459,0.611,0.498,0.506,0.319
415,0.975,1.008,2.157,0.458,0.613,0.499,0.506,0.319
416,0.974,1.002,2.148,0.459,0.612,0.498,0.506,0.319
417,0.976,1.003,2.152,0.459,0.613,0.499,0.507,0.320
418,0.973,1.004,2.152,0.462,0.608,0.499,0.507,0.320
419,0.970,0.999,2.141,0.460,0.606,0.499,0.506,0.320
420,0.974,0.999,2.145,0.456,0.610,0.499,0.505,0.320
421,0.978,1.007,2.156,0.458,0.609,0.499,0.506,0.320
422,0.975,1.001,2.148,0.461,0.609,0.500,0.507,0.320
423,0.977,1.005,2.157,0.459,0.610,0.500,0.506,0.321
424,0.975,1.004,2.148,0.459,0.607,0.500,0.506,0.321
425,0.976,1.004,2.151,0.457,0.609,0.500,0.505,0.321
426,0.973,1.001,2.146,0.462,0.600,0.501,0.505,0.321
427,0.976,1.002,2.148,0.461,0.603,0.501,0.506,0.321
428,0.975,1.003,2.146,0.461,0.607,0.501,0.507,0.321
429,0.972,0.995,2.138,0.466,0.602,0.502,0.509,0.322
430,0.967,0.992,2.128,0.464,0.603,0.502,0.508,0.322
431,0.967,0.995,2.135,0.462,0.608,0.502,0.508,0.322
432,0.971,0.997,2.139,0.463,0.606,0.501,0.509,0.322
433,0.965,0.993,2.132,0.462,0.611,0.501,0.509,0.321
434,0.974,0.999,2.139,0.459,0.614,0.501,0.508,0.322
435,0.967,0.994,2.129,0.462,0.607,0.502,0.508,0.322
436,0.971,0.997,2.134,0.464,0.600,0.502,0.508,0.322
437,0.970,0.997,2.134,0.464,0.603,0.502,0.508,0.322
438,0.966,0.992,2.125,0.463,0.602,0.502,0.508,0.322
439,0.969,0.993,2.129,0.464,0.602,0.502,0.508,0.322
440,0.962,0.991,2.123,0.465,0.601,0.502,0.509,0.322
441,0.971,0.996,2.134,0.465,0.602,0.502,0.509,0.322
442,0.967,0.993,2.128,0.469,0.597,0.503,0.510,0.322
443,0.968,0.991,2.126,0.467,0.598,0.502,0.509,0.322
444,0.970,0.992,2.129,0.464,0.601,0.501,0.508,0.322
445,0.969,0.993,2.124,0.465,0.600,0.502,0.508,0.322
446,0.960,0.987,2.114,0.462,0.609,0.501,0.509,0.321
447,0.965,0.988,2.117,0.461,0.611,0.501,0.509,0.321
448,0.964,0.991,2.118,0.466,0.599,0.501,0.509,0.321
449,0.965,0.989,2.119,0.466,0.599,0.502,0.509,0.322
450,0.967,0.988,2.118,0.464,0.605,0.503,0.510,0.323
451,0.964,0.990,2.122,0.465,0.605,0.503,0.510,0.323
452,0.965,0.985,2.116,0.466,0.600,0.503,0.510,0.322
453,0.969,0.994,2.128,0.469,0.598,0.503,0.511,0.323
454,0.965,0.986,2.119,0.470,0.599,0.504,0.511,0.323
455,0.960,0.982,2.106,0.467,0.603,0.503,0.511,0.323
456,0.961,0.985,2.108,0.469,0.602,0.503,0.512,0.323
457,0.964,0.986,2.111,0.470,0.600,0.504,0.511,0.323
458,0.970,0.989,2.117,0.469,0.598,0.504,0.510,0.323
459,0.967,0.985,2.110,0.469,0.601,0.504,0.511,0.324
460,0.961,0.981,2.103,0.468,0.606,0.504,0.512,0.324
461,0.963,0.987,2.109,0.468,0.605,0.503,0.511,0.324
462,0.959,0.982,2.102,0.466,0.606,0.504,0.511,0.323
463,0.961,0.981,2.101,0.466,0.605,0.504,0.511,0.324
464,0.963,0.982,2.104,0.463,0.611,0.504,0.510,0.324
465,0.959,0.981,2.098,0.468,0.607,0.506,0.512,0.325
466,0.961,0.982,2.102,0.472,0.604,0.506,0.514,0.324
467,0.959,0.978,2.095,0.468,0.611,0.506,0.513,0.325
468,0.963,0.981,2.105,0.466,0.612,0.506,0.513,0.325
469,0.958,0.978,2.098,0.469,0.607,0.506,0.513,0.325
470,0.961,0.983,2.105,0.471,0.605,0.506,0.513,0.325
471,0.961,0.977,2.097,0.470,0.602,0.506,0.512,0.325
472,0.957,0.976,2.092,0.466,0.609,0.506,0.512,0.325
473,0.956,0.977,2.092,0.469,0.611,0.507,0.514,0.326
474,0.961,0.974,2.090,0.471,0.608,0.507,0.515,0.326
475,0.961,0.979,2.094,0.469,0.615,0.507,0.515,0.326
476,0.957,0.974,2.088,0.469,0.613,0.507,0.515,0.326
477,0.955,0.976,2.087,0.467,0.610,0.506,0.514,0.325
478,0.957,0.974,2.088,0.467,0.611,0.506,0.513,0.325
479,0.956,0.974,2.083,0.467,0.612,0.506,0.514,0.326
480,0.952,0.970,2.078,0.466,0.612,0.506,0.513,0.326
481,0.958,0.973,2.082,0.464,0.618,0.506,0.514,0.326
482,0.953,0.971,2.075,0.469,0.615,0.508,0.516,0.327
483,0.952,0.972,2.079,0.467,0.616,0.507,0.515,0.326
484,0.954,0.972,2.080,0.469,0.615,0.507,0.516,0.327
485,0.953,0.970,2.079,0.472,0.611,0.508,0.516,0.327
486,0.954,0.972,2.084,0.471,0.609,0.508,0.515,0.327
487,0.957,0.974,2.079,0.472,0.605,0.508,0.515,0.328
488,0.948,0.965,2.066,0.472,0.606,0.508,0.515,0.328
489,0.951,0.971,2.076,0.473,0.609,0.508,0.517,0.328
490,0.948,0.961,2.063,0.476,0.605,0.509,0.517,0.328
491,0.949,0.967,2.065,0.476,0.605,0.509,0.517,0.328
492,0.945,0.961,2.060,0.476,0.603,0.509,0.517,0.328
493,0.954,0.967,2.071,0.477,0.601,0.508,0.517,0.328
494,0.951,0.967,2.071,0.479,0.600,0.509,0.517,0.328
495,0.949,0.963,2.061,0.480,0.598,0.509,0.518,0.328
496,0.958,0.968,2.073,0.479,0.601,0.510,0.518,0.329
497,0.952,0.964,2.063,0.477,0.605,0.511,0.519,0.329
498,0.945,0.960,2.053,0.476,0.607,0.510,0.518,0.329
499,0.948,0.959,2.057,0.474,0.608,0.510,0.517,0.329
500,0.944,0.957,2.050,0.475,0.608,0.511,0.517,0.330
501,0.949,0.962,2.058,0.472,0.615,0.511,0.518,0.330
502,0.949,0.959,2.054,0.472,0.615,0.510,0.518,0.330
503,0.941,0.956,2.047,0.475,0.608,0.511,0.518,0.330
504,0.948,0.957,2.049,0.473,0.611,0.511,0.517,0.330
505,0.947,0.957,2.052,0.469,0.618,0.511,0.517,0.330
506,0.946,0.958,2.047,0.469,0.614,0.510,0.516,0.330
507,0.946,0.958,2.049,0.471,0.614,0.510,0.518,0.330
508,0.939,0.953,2.041,0.471,0.612,0.511,0.517,0.330
509,0.943,0.956,2.042,0.470,0.612,0.511,0.517,0.330
510,0.946,0.955,2.046,0.470,0.613,0.510,0.517,0.330
511,0.948,0.956,2.041,0.473,0.607,0.509,0.517,0.329
512,0.948,0.956,2.046,0.469,0.614,0.510,0.516,0.330
513,0.940,0.953,2.037,0.469,0.616,0.510,0.517,0.330
514,0.946,0.954,2.042,0.472,0.612,0.511,0.518,0.330
515,0.943,0.953,2.040,0.474,0.609,0.511,0.519,0.330
516,0.940,0.949,2.034,0.473,0.611,0.511,0.519,0.331
517,0.940,0.953,2.035,0.471,0.614,0.511,0.518,0.331
518,0.939,0.946,2.029,0.471,0.614,0.512,0.519,0.331
519,0.935,0.943,2.022,0.475,0.606,0.512,0.519,0.331
520,0.941,0.947,2.028,0.475,0.609,0.512,0.520,0.331
521,0.939,0.947,2.026,0.476,0.620,0.512,0.520,0.331
522,0.938,0.946,2.021,0.476,0.621,0.512,0.520,0.331
523,0.939,0.946,2.025,0.475,0.623,0.513,0.520,0.331
524,0.939,0.946,2.022,0.482,0.611,0.512,0.521,0.332
525,0.935,0.943,2.016,0.481,0.609,0.513,0.520,0.332
526,0.939,0.943,2.018,0.482,0.594,0.513,0.520,0.332
527,0.936,0.943,2.014,0.481,0.597,0.513,0.521,0.332
528,0.935,0.940,2.015,0.481,0.600,0.513,0.521,0.332
529,0.934,0.938,2.011,0.484,0.594,0.513,0.521,0.331
530,0.932,0.935,2.003,0.484,0.605,0.513,0.521,0.332
531,0.934,0.939,2.008,0.482,0.607,0.513,0.521,0.332
532,0.929,0.935,2.005,0.483,0.609,0.513,0.522,0.332
533,0.932,0.939,2.007,0.482,0.610,0.513,0.521,0.332
534,0.935,0.940,2.004,0.482,0.610,0.514,0.522,0.332
535,0.937,0.941,2.011,0.482,0.611,0.513,0.522,0.332
536,0.930,0.932,1.998,0.481,0.615,0.514,0.523,0.333
537,0.930,0.935,2.000,0.482,0.615,0.514,0.523,0.332
538,0.931,0.933,1.995,0.480,0.621,0.514,0.524,0.333
539,0.926,0.931,1.991,0.480,0.619,0.514,0.524,0.333
540,0.932,0.933,1.996,0.481,0.620,0.515,0.524,0.333
541,0.934,0.936,2.001,0.482,0.616,0.515,0.523,0.333
542,0.927,0.930,1.987,0.482,0.616,0.515,0.524,0.333
543,0.931,0.933,1.996,0.483,0.617,0.515,0.525,0.334
544,0.923,0.927,1.977,0.481,0.616,0.515,0.523,0.334
545,0.927,0.930,1.985,0.479,0.618,0.514,0.523,0.333
546,0.925,0.925,1.978,0.479,0.618,0.514,0.523,0.334
547,0.928,0.929,1.984,0.483,0.609,0.515,0.523,0.334
548,0.925,0.926,1.980,0.482,0.612,0.514,0.523,0.334
549,0.926,0.924,1.977,0.480,0.615,0.514,0.523,0.333
550,0.927,0.928,1.979,0.482,0.611,0.514,0.523,0.333
551,0.922,0.922,1.972,0.479,0.615,0.514,0.522,0.333
552,0.923,0.921,1.972,0.478,0.617,0.515,0.522,0.333
553,0.926,0.924,1.974,0.480,0.613,0.515,0.522,0.333
554,0.924,0.922,1.968,0.479,0.617,0.515,0.523,0.333
555,0.922,0.924,1.971,0.474,0.627,0.515,0.523,0.333
556,0.919,0.916,1.957,0.477,0.623,0.515,0.523,0.334
557,0.918,0.916,1.959,0.475,0.626,0.515,0.523,0.334
558,0.919,0.916,1.958,0.480,0.616,0.516,0.523,0.334
559,0.916,0.913,1.954,0.480,0.614,0.515,0.522,0.334
560,0.919,0.916,1.960,0.478,0.619,0.515,0.523,0.334
561,0.919,0.916,1.958,0.479,0.617,0.515,0.523,0.334
562,0.919,0.912,1.947,0.478,0.621,0.516,0.523,0.335
563,0.911,0.908,1.941,0.478,0.620,0.516,0.524,0.335
564,0.914,0.905,1.939,0.477,0.622,0.516,0.524,0.335
565,0.913,0.906,1.939,0.478,0.621,0.516,0.524,0.335
566,0.918,0.912,1.942,0.480,0.621,0.516,0.526,0.335
567,0.912,0.907,1.933,0.482,0.620,0.517,0.526,0.335
568,0.907,0.900,1.922,0.480,0.623,0.517,0.526,0.336
569,0.909,0.902,1.926,0.477,0.630,0.517,0.527,0.336
570,0.908,0.902,1.926,0.476,0.633,0.518,0.527,0.336
571,0.906,0.897,1.916,0.476,0.635,0.518,0.527,0.336
572,0.910,0.902,1.927,0.475,0.638,0.518,0.527,0.336
573,0.908,0.902,1.923,0.475,0.639,0.518,0.527,0.336
574,0.907,0.895,1.909,0.476,0.635,0.518,0.527,0.336
575,0.909,0.896,1.918,0.478,0.633,0.518,0.527,0.336
576,0.907,0.898,1.914,0.477,0.637,0.518,0.529,0.335
577,0.904,0.895,1.910,0.478,0.635,0.518,0.529,0.335
578,0.903,0.891,1.902,0.477,0.637,0.518,0.529,0.335
579,0.905,0.891,1.901,0.478,0.633,0.518,0.529,0.335
580,0.900,0.890,1.897,0.478,0.633,0.518,0.528,0.335
581,0.901,0.888,1.896,0.476,0.635,0.518,0.528,0.335
582,0.899,0.888,1.894,0.476,0.634,0.518,0.528,0.335
583,0.898,0.882,1.890,0.475,0.637,0.518,0.528,0.335
584,0.899,0.887,1.889,0.475,0.636,0.518,0.528,0.335
585,0.897,0.883,1.886,0.477,0.635,0.518,0.528,0.336
586,0.896,0.880,1.879,0.476,0.634,0.518,0.528,0.336
587,0.893,0.877,1.873,0.474,0.639,0.518,0.528,0.336
588,0.894,0.881,1.875,0.478,0.633,0.519,0.529,0.336
589,0.888,0.870,1.861,0.478,0.631,0.519,0.528,0.336
590,0.895,0.876,1.869,0.478,0.630,0.519,0.528,0.336
591,0.896,0.800,1.857,0.479,0.630,0.520,0.529,0.336
592,0.891,0.790,1.838,0.484,0.626,0.521,0.531,0.337
593,0.882,0.782,1.814,0.481,0.634,0.521,0.531,0.338
594,0.879,0.776,1.799,0.486,0.628,0.521,0.533,0.339
595,0.875,0.772,1.787,0.487,0.626,0.522,0.533,0.339
596,0.877,0.769,1.787,0.489,0.625,0.522,0.534,0.340
597,0.870,0.764,1.771,0.487,0.630,0.522,0.534,0.340
598,0.869,0.759,1.762,0.491,0.624,0.522,0.535,0.340
599,0.860,0.752,1.747,0.490,0.626,0.522,0.535,0.340
600,0.862,0.750,1.743,0.489,0.629,0.523,0.536,0.340
